,region,age,2020
1454,22 Västernorrland county,25 years,229.3
1455,22 Västernorrland county,26 years,245.7
1456,22 Västernorrland county,27 years,264.6
1457,22 Västernorrland county,28 years,268.9
1458,22 Västernorrland county,29 years,279.7
1459,22 Västernorrland county,30 years,291.8
1460,22 Västernorrland county,31 years,293.5
1461,22 Västernorrland county,32 years,298.4
1462,22 Västernorrland county,33 years,310.3
1463,22 Västernorrland county,34 years,313.6
1464,22 Västernorrland county,35 years,326.8
1465,22 Västernorrland county,36 years,324.1
1466,22 Västernorrland county,37 years,331.2
1467,22 Västernorrland county,38 years,353.2
1468,22 Västernorrland county,39 years,357.6
1469,22 Västernorrland county,40 years,368.2
1470,22 Västernorrland county,41 years,374.0
1471,22 Västernorrland county,42 years,381.9
1472,22 Västernorrland county,43 years,383.1
1473,22 Västernorrland county,44 years,402.6
1474,22 Västernorrland county,45 years,400.8
1475,22 Västernorrland county,46 years,402.4
1476,22 Västernorrland county,47 years,412.5
1477,22 Västernorrland county,48 years,406.0
1478,22 Västernorrland county,49 years,414.0
1479,22 Västernorrland county,50 years,404.1
1480,22 Västernorrland county,51 years,404.0
1481,22 Västernorrland county,52 years,409.0
1482,22 Västernorrland county,53 years,407.9
1483,22 Västernorrland county,54 years,399.3
1484,22 Västernorrland county,55 years,401.5
1485,22 Västernorrland county,56 years,397.4
1486,22 Västernorrland county,57 years,393.6
1487,22 Västernorrland county,58 years,390.9
1488,22 Västernorrland county,59 years,379.7
1489,22 Västernorrland county,60 years,375.1
1490,22 Västernorrland county,61 years,371.1
1491,22 Västernorrland county,62 years,369.1
1492,22 Västernorrland county,63 years,358.5
1493,22 Västernorrland county,64 years,355.2
1494,22 Västernorrland county,65 years,347.8
1495,22 Västernorrland county,66 years,335.8
1496,22 Västernorrland county,67 years,322.9
1497,22 Västernorrland county,68 years,305.6
1498,22 Västernorrland county,69 years,297.1
1499,22 Västernorrland county,70 years,281.3
1500,22 Västernorrland county,71 years,261.4
1501,22 Västernorrland county,72 years,257.9
1502,22 Västernorrland county,73 years,246.1
1503,22 Västernorrland county,74 years,243.7
1504,22 Västernorrland county,75 years,239.5
1505,22 Västernorrland county,76 years,237.5
1506,22 Västernorrland county,77 years,226.7
1507,22 Västernorrland county,78 years,230.2
1508,22 Västernorrland county,79 years,224.1
1509,22 Västernorrland county,80 years,218.1
1510,22 Västernorrland county,81 years,218.1
1511,22 Västernorrland county,82 years,211.2
1512,22 Västernorrland county,83 years,217.0
1513,22 Västernorrland county,84 years,210.4
1514,22 Västernorrland county,85 years,208.7
1515,22 Västernorrland county,86 years,209.4
1516,22 Västernorrland county,87 years,211.1
1517,22 Västernorrland county,88 years,208.4
1518,22 Västernorrland county,89 years,209.9
1519,22 Västernorrland county,90 years,204.4
1520,22 Västernorrland county,91 years,194.7
1521,22 Västernorrland county,92 years,199.9
1522,22 Västernorrland county,93 years,193.8
1523,22 Västernorrland county,94 years,200.0
1524,22 Västernorrland county,95 years,192.4
1525,22 Västernorrland county,96 years,176.4
1526,22 Västernorrland county,97 years,175.8
1527,22 Västernorrland county,98 years,163.3
1528,22 Västernorrland county,99 years,178.4
1529,22 Västernorrland county,100+ years,181.2
1530,23 Jämtland county,16 years,6.9
1531,23 Jämtland county,17 years,11.8
1532,23 Jämtland county,18 years,22.1
1533,23 Jämtland county,19 years,64.9
1534,23 Jämtland county,20 years,136.9
1535,23 Jämtland county,21 years,157.0
1536,23 Jämtland county,22 years,177.3
1537,23 Jämtland county,23 years,198.6
1538,23 Jämtland county,24 years,214.0
1539,23 Jämtland county,25 years,222.2
1540,23 Jämtland county,26 years,233.4
1541,23 Jämtland county,27 years,246.2
1542,23 Jämtland county,28 years,254.0
1543,23 Jämtland county,29 years,274.4
1544,23 Jämtland county,30 years,279.5
1545,23 Jämtland county,31 years,289.4
1546,23 Jämtland county,32 years,292.0
1547,23 Jämtland county,33 years,301.2
1548,23 Jämtland county,34 years,304.2
1549,23 Jämtland county,35 years,316.9
1550,23 Jämtland county,36 years,327.0
1551,23 Jämtland county,37 years,324.9
1552,23 Jämtland county,38 years,344.4
1553,23 Jämtland county,39 years,357.0
1554,23 Jämtland county,40 years,356.4
1555,23 Jämtland county,41 years,368.7
1556,23 Jämtland county,42 years,369.5
1557,23 Jämtland county,43 years,365.4
1558,23 Jämtland county,44 years,374.1
1559,23 Jämtland county,45 years,393.2
1560,23 Jämtland county,46 years,393.3
1561,23 Jämtland county,47 years,396.8
1562,23 Jämtland county,48 years,392.3
1563,23 Jämtland county,49 years,394.5
1564,23 Jämtland county,50 years,383.8
1565,23 Jämtland county,51 years,388.3
1566,23 Jämtland county,52 years,380.6
1567,23 Jämtland county,53 years,400.7
1568,23 Jämtland county,54 years,377.1
1569,23 Jämtland county,55 years,369.2
1570,23 Jämtland county,56 years,381.8
1571,23 Jämtland county,57 years,362.2
1572,23 Jämtland county,58 years,366.3
1573,23 Jämtland county,59 years,358.1
1574,23 Jämtland county,60 years,358.4
1575,23 Jämtland county,61 years,348.0
1576,23 Jämtland county,62 years,364.3
1577,23 Jämtland county,63 years,349.8
1578,23 Jämtland county,64 years,344.8
1579,23 Jämtland county,65 years,344.4
1580,23 Jämtland county,66 years,336.8
1581,23 Jämtland county,67 years,319.8
1582,23 Jämtland county,68 years,298.3
1583,23 Jämtland county,69 years,291.6
1584,23 Jämtland county,70 years,275.4
1585,23 Jämtland county,71 years,256.1
1586,23 Jämtland county,72 years,243.2
1587,23 Jämtland county,73 years,238.0
1588,23 Jämtland county,74 years,237.4
1589,23 Jämtland county,75 years,226.9
1590,23 Jämtland county,76 years,219.1
1591,23 Jämtland county,77 years,221.0
1592,23 Jämtland county,78 years,220.2
1593,23 Jämtland county,79 years,207.2
1594,23 Jämtland county,80 years,212.1
1595,23 Jämtland county,81 years,204.6
1596,23 Jämtland county,82 years,206.2
1597,23 Jämtland county,83 years,207.3
1598,23 Jämtland county,84 years,204.4
1599,23 Jämtland county,85 years,198.1
1600,23 Jämtland county,86 years,196.7
1601,23 Jämtland county,87 years,198.5
1602,23 Jämtland county,88 years,193.4
1603,23 Jämtland county,89 years,190.3
1604,23 Jämtland county,90 years,191.1
1605,23 Jämtland county,91 years,198.9
1606,23 Jämtland county,92 years,187.6
1607,23 Jämtland county,93 years,183.7
1608,23 Jämtland county,94 years,183.9
1609,23 Jämtland county,95 years,192.1
1610,23 Jämtland county,96 years,179.8
1611,23 Jämtland county,97 years,169.0
1612,23 Jämtland county,98 years,164.4
1613,23 Jämtland county,99 years,183.2
1614,23 Jämtland county,100+ years,158.7
1615,24 Västerbotten county,16 years,5.1
1616,24 Västerbotten county,17 years,10.8
1617,24 Västerbotten county,18 years,25.0
1618,24 Västerbotten county,19 years,72.1
1619,24 Västerbotten county,20 years,130.2
1620,24 Västerbotten county,21 years,148.6
1621,24 Västerbotten county,22 years,157.8
1622,24 Västerbotten county,23 years,167.7
1623,24 Västerbotten county,24 years,184.0
1624,24 Västerbotten county,25 years,212.0
1625,24 Västerbotten county,26 years,227.1
1626,24 Västerbotten county,27 years,243.7
1627,24 Västerbotten county,28 years,257.5
1628,24 Västerbotten county,29 years,274.0
1629,24 Västerbotten county,30 years,276.8
1630,24 Västerbotten county,31 years,291.7
1631,24 Västerbotten county,32 years,300.2
1632,24 Västerbotten county,33 years,308.0
1633,24 Västerbotten county,34 years,318.5
1634,24 Västerbotten county,35 years,330.2
1635,24 Västerbotten county,36 years,334.7
1636,24 Västerbotten county,37 years,343.7
1637,24 Västerbotten county,38 years,353.6
1638,24 Västerbotten county,39 years,360.0
1639,24 Västerbotten county,40 years,376.0
1640,24 Västerbotten county,41 years,382.6
1641,24 Västerbotten county,42 years,385.4
1642,24 Västerbotten county,43 years,393.5
1643,24 Västerbotten county,44 years,402.0
1644,24 Västerbotten county,45 years,406.4
1645,24 Västerbotten county,46 years,408.0
1646,24 Västerbotten county,47 years,407.8
1647,24 Västerbotten county,48 years,411.5
1648,24 Västerbotten county,49 years,410.6
1649,24 Västerbotten county,50 years,415.9
1650,24 Västerbotten county,51 years,415.7
1651,24 Västerbotten county,52 years,402.7
1652,24 Västerbotten county,53 years,414.9
1653,24 Västerbotten county,54 years,408.1
1654,24 Västerbotten county,55 years,401.8
1655,24 Västerbotten county,56 years,403.6
1656,24 Västerbotten county,57 years,402.8
1657,24 Västerbotten county,58 years,394.6
1658,24 Västerbotten county,59 years,385.2
1659,24 Västerbotten county,60 years,379.2
1660,24 Västerbotten county,61 years,379.8
1661,24 Västerbotten county,62 years,374.8
1662,24 Västerbotten county,63 years,373.9
1663,24 Västerbotten county,64 years,363.4
1664,24 Västerbotten county,65 years,358.1
1665,24 Västerbotten county,66 years,331.3
1666,24 Västerbotten county,67 years,334.0
1667,24 Västerbotten county,68 years,317.5
1668,24 Västerbotten county,69 years,312.2
1669,24 Västerbotten county,70 years,289.7
1670,24 Västerbotten county,71 years,265.0
1671,24 Västerbotten county,72 years,260.8
1672,24 Västerbotten county,73 years,254.9
1673,24 Västerbotten county,74 years,254.9
1674,24 Västerbotten county,75 years,240.3
1675,24 Västerbotten county,76 years,232.1
1676,24 Västerbotten county,77 years,235.5
1677,24 Västerbotten county,78 years,234.1
1678,24 Västerbotten county,79 years,223.0
1679,24 Västerbotten county,80 years,217.9
1680,24 Västerbotten county,81 years,220.8
1681,24 Västerbotten county,82 years,213.7
1682,24 Västerbotten county,83 years,215.5
1683,24 Västerbotten county,84 years,216.1
1684,24 Västerbotten county,85 years,213.3
1685,24 Västerbotten county,86 years,210.4
1686,24 Västerbotten county,87 years,204.9
1687,24 Västerbotten county,88 years,206.2
1688,24 Västerbotten county,89 years,203.1
1689,24 Västerbotten county,90 years,201.8
1690,24 Västerbotten county,91 years,195.8
1691,24 Västerbotten county,92 years,193.6
1692,24 Västerbotten county,93 years,193.2
1693,24 Västerbotten county,94 years,194.6
1694,24 Västerbotten county,95 years,200.2
1695,24 Västerbotten county,96 years,170.0
1696,24 Västerbotten county,97 years,175.0
1697,24 Västerbotten county,98 years,185.4
1698,24 Västerbotten county,99 years,185.6
1699,24 Västerbotten county,100+ years,173.8
1700,25 Norrbotten county,16 years,8.1
1701,25 Norrbotten county,17 years,13.3
1702,25 Norrbotten county,18 years,31.8
1703,25 Norrbotten county,19 years,82.4
1704,25 Norrbotten county,20 years,161.2
1705,25 Norrbotten county,21 years,180.9
1706,25 Norrbotten county,22 years,201.0
1707,25 Norrbotten county,23 years,212.1
1708,25 Norrbotten county,24 years,232.5
1709,25 Norrbotten county,25 years,252.0
1710,25 Norrbotten county,26 years,268.7
1711,25 Norrbotten county,27 years,279.3
1712,25 Norrbotten county,28 years,297.2
1713,25 Norrbotten county,29 years,304.2
1714,25 Norrbotten county,30 years,313.6
1715,25 Norrbotten county,31 years,318.8
1716,25 Norrbotten county,32 years,323.8
1717,25 Norrbotten county,33 years,330.9
1718,25 Norrbotten county,34 years,340.0
1719,25 Norrbotten county,35 years,346.1
1720,25 Norrbotten county,36 years,354.5
1721,25 Norrbotten county,37 years,368.0
1722,25 Norrbotten county,38 years,370.1
1723,25 Norrbotten county,39 years,380.4
1724,25 Norrbotten county,40 years,382.6
1725,25 Norrbotten county,41 years,396.6
1726,25 Norrbotten county,42 years,400.1
1727,25 Norrbotten county,43 years,408.2
1728,25 Norrbotten county,44 years,402.4
1729,25 Norrbotten county,45 years,408.7
1730,25 Norrbotten county,46 years,415.3
1731,25 Norrbotten county,47 years,416.7
1732,25 Norrbotten county,48 years,410.4
1733,25 Norrbotten county,49 years,422.3
1734,25 Norrbotten county,50 years,417.3
1735,25 Norrbotten county,51 years,424.5
1736,25 Norrbotten county,52 years,420.6
1737,25 Norrbotten county,53 years,420.7
1738,25 Norrbotten county,54 years,415.3
1739,25 Norrbotten county,55 years,412.2
1740,25 Norrbotten county,56 years,402.4
1741,25 Norrbotten county,57 years,394.6
1742,25 Norrbotten county,58 years,396.7
1743,25 Norrbotten county,59 years,395.4
1744,25 Norrbotten county,60 years,390.5
1745,25 Norrbotten county,61 years,382.3
1746,25 Norrbotten county,62 years,376.4
1747,25 Norrbotten county,63 years,368.7
1748,25 Norrbotten county,64 years,357.2
1749,25 Norrbotten county,65 years,350.9
1750,25 Norrbotten county,66 years,333.2
1751,25 Norrbotten county,67 years,328.8
1752,25 Norrbotten county,68 years,307.8
1753,25 Norrbotten county,69 years,301.9
1754,25 Norrbotten county,70 years,275.3
1755,25 Norrbotten county,71 years,258.2
1756,25 Norrbotten county,72 years,248.4
1757,25 Norrbotten county,73 years,244.5
1758,25 Norrbotten county,74 years,243.9
1759,25 Norrbotten county,75 years,233.9
1760,25 Norrbotten county,76 years,226.5
1761,25 Norrbotten county,77 years,229.6
1762,25 Norrbotten county,78 years,230.3
1763,25 Norrbotten county,79 years,222.9
1764,25 Norrbotten county,80 years,216.1
1765,25 Norrbotten county,81 years,214.0
1766,25 Norrbotten county,82 years,211.9
1767,25 Norrbotten county,83 years,214.1
1768,25 Norrbotten county,84 years,220.1
1769,25 Norrbotten county,85 years,212.9
1770,25 Norrbotten county,86 years,208.9
1771,25 Norrbotten county,87 years,211.8
1772,25 Norrbotten county,88 years,207.6
1773,25 Norrbotten county,89 years,205.9
1774,25 Norrbotten county,90 years,204.8
1775,25 Norrbotten county,91 years,211.4
1776,25 Norrbotten county,92 years,197.3
1777,25 Norrbotten county,93 years,200.9
1778,25 Norrbotten county,94 years,191.3
1779,25 Norrbotten county,95 years,189.8
1780,25 Norrbotten county,96 years,190.0
1781,25 Norrbotten county,97 years,179.3
1782,25 Norrbotten county,98 years,165.0
1783,25 Norrbotten county,99 years,179.9
1784,25 Norrbotten county,100+ years,235.3
